orderId,orderDetailId, orderDate, dueDate,itemId,description,quantity,uom,preAssignedContainerId
"249276",249276.18,"2015-01-28 12:00:00","2015-01-28 12:00:00","CU-SC-U4","4 OZ. HOT CUP UNBLEACHED","1","CS",249276
"249261",249261.3,"2015-01-28 12:00:00","2015-01-28 12:00:00","CU-SC-U4","4 OZ. HOT CUP UNBLEACHED","1","CS",249261
"249281",249281.10,"2015-01-28 12:00:00","2015-01-28 12:00:00","TO-SC-U85-3","Unbleached 8.5 container w/ locking hin","10","CS",249281
"249276",249276.30,"2015-01-28 12:00:00","2015-01-28 12:00:00","TO-SC-U85-3","Unbleached 8.5 container w/ locking hin","20","CS",249276
"249268",249268.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","TO-SC-U85-3","Unbleached 8.5 container w/ locking hin","5","CS",249268
"249250",249250.9.01,"2015-01-28 12:00:00","2015-01-28 12:00:00","TO-SC-U85-3","Unbleached 8.5 container w/ locking hin","6","CS",249250
"249250",249250.9,"2015-01-28 12:00:00","2015-01-28 12:00:00","TO-SC-U85-3","Unbleached 8.5 container w/ locking hin","2","CS",249250
"249135",249135.16,"2015-01-28 12:00:00","2015-01-28 12:00:00","TO-SC-U85-3","Unbleached 8.5 container w/ locking hin","7","CS",249135
"249246",249246.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","PL-SC-U6","Unbleached 6 Plate","36","CS",249246
"249245",249245.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","PL-SC-U6","Unbleached 6 Plate","60","CS",249245
"249243",249243.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","PL-SC-U6","Unbleached 6 Plate","10","CS",249243
"249242",249242.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","PL-SC-U6","Unbleached 6 Plate","10","CS",249242
"249081",249081.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","PL-SC-U6","Unbleached 6 Plate","36","CS",249081
"249080",249080.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","PL-SC-U6","Unbleached 6 Plate","84","CS",249080
"249079",249079.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","PL-SC-U6","Unbleached 6 Plate","60","CS",249079
"249285",249285.5,"2015-01-28 12:00:00","2015-01-28 12:00:00","PL-SC-U7","Unbleached 7 Plate","1","CS",249285
"249269",249269.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","PL-SC-U7","Unbleached 7 Plate","2","CS",249269
"249251",249251.3,"2015-01-28 12:00:00","2015-01-28 12:00:00","PL-SC-U7","Unbleached 7 Plate","1","CS",249251
"249281",249281.8,"2015-01-28 12:00:00","2015-01-28 12:00:00","PL-SC-U9","Unbleached 9 Plate","5","CS",249281
"249276",249276.25,"2015-01-28 12:00:00","2015-01-28 12:00:00","PL-SC-U9","Unbleached 9 Plate","15","CS",249276
"249269",249269.2,"2015-01-28 12:00:00","2015-01-28 12:00:00","PL-SC-U9","Unbleached 9 Plate","1","CS",249269
"249250",249250.6,"2015-01-28 12:00:00","2015-01-28 12:00:00","PL-SC-U9","Unbleached 9 Plate","3","CS",249250
"248871",248871.13,"2015-01-28 12:00:00","2015-01-28 12:00:00","PL-SC-U9","Unbleached 9 Plate","24","CS",248871
"249110",249110.2,"2015-01-28 12:00:00","2015-01-28 12:00:00","PL-SC-U9","Unbleached 9 Plate","6","CS",249110
"249276",249276.26,"2015-01-28 12:00:00","2015-01-28 12:00:00","RD-CS-32","32OZ RECT. DELI CORNSTARCH CONTAINER","2","CS",249276
"249135",249135.12,"2015-01-28 12:00:00","2015-01-28 12:00:00","RD-CS-32","32OZ RECT. DELI CORNSTARCH CONTAINER","1","CS",249135
"249276",249276.3,"2015-01-28 12:00:00","2015-01-28 12:00:00","BO-PA-8","8 OZ. PAPER BOWL","3","CS",249276
"249256",249256.2.01,"2015-01-28 12:00:00","2015-01-28 12:00:00","BO-PA-8","8 OZ. PAPER BOWL","21","CS",249256
"249256",249256.2,"2015-01-28 12:00:00","2015-01-28 12:00:00","BO-PA-8","8 OZ. PAPER BOWL","15","CS",249256
"249087",249087.1.01,"2015-01-28 12:00:00","2015-01-28 12:00:00","BO-PA-8","8 OZ. PAPER BOWL","14","CS",249087
"249087",249087.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","BO-PA-8","8 OZ. PAPER BOWL","10","CS",249087
"249083",249083.4,"2015-01-28 12:00:00","2015-01-28 12:00:00","BO-PA-8","8 OZ. PAPER BOWL","5","CS",249083
"249127",249127.4,"2015-01-28 12:00:00","2015-01-28 12:00:00","BO-PA-8","8 OZ. PAPER BOWL","1","CS",249127
"249276",249276.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","BO-PA-12","12oz Comp. Bowls","5","CS",249276
"249256",249256.1.01,"2015-01-28 12:00:00","2015-01-28 12:00:00","BO-PA-12","12oz Comp. Bowls","11","CS",249256
"249256",249256.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","BO-PA-12","12oz Comp. Bowls","21","CS",249256
"249250",249250.3,"2015-01-28 12:00:00","2015-01-28 12:00:00","BO-PA-12","12oz Comp. Bowls","2","CS",249250
"249088",249088.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","BO-PA-12","12oz Comp. Bowls","6","CS",249088
"249083",249083.3,"2015-01-28 12:00:00","2015-01-28 12:00:00","BO-PA-12","12oz Comp. Bowls","5","CS",249083
"249135",249135.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","BO-PA-12","12oz Comp. Bowls","1","CS",249135
"249153",249153.1.01,"2015-01-28 12:00:00","2015-01-28 12:00:00","BO-PA-12","12oz Comp. Bowls","19","CS",249153
"249153",249153.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","BO-PA-12","12oz Comp. Bowls","1","CS",249153
"249276",249276.2,"2015-01-28 12:00:00","2015-01-28 12:00:00","BO-PA-16","16 OZ. PAPER BOWLS","3","CS",249276
"249270",249270.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","BO-PA-16","16 OZ. PAPER BOWLS","1","CS",249270
"249088",249088.2,"2015-01-28 12:00:00","2015-01-28 12:00:00","BO-PA-16","16 OZ. PAPER BOWLS","34","CS",249088
"249088",249088.7,"2015-01-28 12:00:00","2015-01-28 12:00:00","CU-PA-20","20 oz Compostable Cups FSC Mix Paper","2","CS",249088
"249135",249135.8,"2015-01-28 12:00:00","2015-01-28 12:00:00","CU-PA-20","20 oz Compostable Cups FSC Mix Paper","1","CS",249135
"248924",248924.8,"2015-01-28 12:00:00","2015-01-28 12:00:00","PLRT-SC-U9","9 Plates - Unbleached Sugar Cane Retail","24","CS",248924
"248181",248181.69,"2015-01-28 12:00:00","2015-01-28 12:00:00","FO-PS-6-P","Fork 6in.  50/pack","1","PK",248181
"249277",249277.2,"2015-01-28 12:00:00","2015-01-28 12:00:00","FO-PS-6-P","Fork 6in.  50/pack","2","PK",249277
"248181",248181.72,"2015-01-28 12:00:00","2015-01-28 12:00:00","KN-PS-6-P","Knife 6in.  50/pack","1","PK",248181
"249277",249277.3,"2015-01-28 12:00:00","2015-01-28 12:00:00","KN-PS-6-P","Knife 6in.  50/pack","1","PK",249277
"248181",248181.3,"2015-01-28 12:00:00","2015-01-28 12:00:00","BG-CS-13-P","13 Gal Shopping Bag - pack","1","PK",248181
"248181",248181.4,"2015-01-28 12:00:00","2015-01-28 12:00:00","BG-CS-3-P","3 Gal Waste Bag - pack","1","PK",248181
"249132",249132.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","SP-CS-WH","Compostable Corn Starch Spoons 120F","10","CS",249132
"249131",249131.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","SP-CS-WH","Compostable Corn Starch Spoons 120F","10","CS",249131
"249276",249276.28,"2015-01-28 12:00:00","2015-01-28 12:00:00","SO-PS-B","Corn Starch Soup Spoons 190F","10","CS",249276
"249271",249271.5.01,"2015-01-28 12:00:00","2015-01-28 12:00:00","SO-PS-B","Corn Starch Soup Spoons 190F","14","CS",249271
"249271",249271.5,"2015-01-28 12:00:00","2015-01-28 12:00:00","SO-PS-B","Corn Starch Soup Spoons 190F","26","CS",249271
"249250",249250.7.01,"2015-01-28 12:00:00","2015-01-28 12:00:00","SO-PS-B","Corn Starch Soup Spoons 190F","66","CS",249250
"249250",249250.7,"2015-01-28 12:00:00","2015-01-28 12:00:00","SO-PS-B","Corn Starch Soup Spoons 190F","9","CS",249250
"249276",249276.27,"2015-01-28 12:00:00","2015-01-28 12:00:00","RK-PS-B","Corn Starch Spork, 190F","2","CS",249276
"248181",248181.20,"2015-01-28 12:00:00","2015-01-28 12:00:00","CP-CS-1S-P","1 oz Souffle Cup  100/pack","1","PK",248181
"248181",248181.22,"2015-01-28 12:00:00","2015-01-28 12:00:00","CP-CS-24-P","24 oz Clear Cup   50/pack","1","PK",248181
"248181",248181.27,"2015-01-28 12:00:00","2015-01-28 12:00:00","CP-CS-5-P","5 oz Clear Cup    50/pack","1","PK",248181
"249262",249262.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","CP-CS-5-P","5 oz Clear Cup    50/pack","14","PK",249262
"249252",249252.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","CP-CS-5-P","5 oz Clear Cup    50/pack","10","PK",249252
"248181",248181.29,"2015-01-28 12:00:00","2015-01-28 12:00:00","CP-CS-7-P","7 oz Clear Cup  50/pack","1","PK",248181
"248181",248181.32,"2015-01-28 12:00:00","2015-01-28 12:00:00","CPL-CS-12-P","Clear Flat Lid 10/12/16/20/24oz Cup 100","1","PK",248181
"249240",249240.5,"2015-01-28 12:00:00","2015-01-28 12:00:00","CPL-CS-12-P","Clear Flat Lid 10/12/16/20/24oz Cup 100","1","PK",249240
"248181",248181.34,"2015-01-28 12:00:00","2015-01-28 12:00:00","CPL-CS-2S-P","Clear Flat Lid for 2 oz cups-Pack of 100","1","PK",248181
"248181",248181.46,"2015-01-28 12:00:00","2015-01-28 12:00:00","CU-PA-12-P","12 oz Hot Cup  50/pack","1","PK",248181
"249277",249277.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","CU-PA-12-P","12 oz Hot Cup  50/pack","2","PK",249277
"249240",249240.7,"2015-01-28 12:00:00","2015-01-28 12:00:00","CU-PA-12-P","12 oz Hot Cup  50/pack","1","PK",249240
"248181",248181.101,"2015-01-28 12:00:00","2015-01-28 12:00:00","ST-CS-J8-P","7.7in. Jumbo .30in.  60/pack","1","PK",248181
"249240",249240.23,"2015-01-28 12:00:00","2015-01-28 12:00:00","ST-CS-J8-P","7.7in. Jumbo .30in.  60/pack","1","PK",249240
"248181",248181.61,"2015-01-28 12:00:00","2015-01-28 12:00:00","CU-SC-U4-P","4 OZ HOT CUP UNBLEACHED - PACK","1","PK",248181
"248181",248181.103,"2015-01-28 12:00:00","2015-01-28 12:00:00","TO-SC-U34D-P","34 OZ DOUBLT COMPT CLAMSHELL UNBLEAC PAK","1","PK",248181
"248181",248181.60,"2015-01-28 12:00:00","2015-01-28 12:00:00","CU-SC-U2-P","2 oz Unbleached Bagasse Cups","1","PK",248181
"249255",249255.3,"2015-01-28 12:00:00","2015-01-28 12:00:00","CU-SC-U2-P","2 oz Unbleached Bagasse Cups","20","PK",249255
"248181",248181.67,"2015-01-28 12:00:00","2015-01-28 12:00:00","DC-CS-16-P","16 oz Clear Round Deli Container  50/pk","1","PK",248181
"248181",248181.75,"2015-01-28 12:00:00","2015-01-28 12:00:00","PL-SC-U10-P","10in. Unbleached Plate  50/pack","1","PK",248181
"249293",249293.6,"2015-01-28 12:00:00","2015-01-28 12:00:00","PL-SC-U10-P","10in. Unbleached Plate  50/pack","1","PK",249293
"248181",248181.92,"2015-01-28 12:00:00","2015-01-28 12:00:00","RK-PS-B-P","CORN STARCH SPORK, 190F IN PACK","1","PK",248181
"249241",249241.2,"2015-01-28 12:00:00","2015-01-28 12:00:00","DC-CS-16-SAMBAZON","16 OZ CLEAR ROUND DELI - SAMBAZON","100","CS",249241
"248181",248181.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","AS-PS-R-P","Assorted Cutlery - Retail - Pack","1","PK",248181
"249258",249258.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","AS-PS-R-P","Assorted Cutlery - Retail - Pack","12","PK",249258
"249249",249249.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","AS-PS-R-P","Assorted Cutlery - Retail - Pack","1","PK",249249
"249135",249135.14,"2015-01-28 12:00:00","2015-01-28 12:00:00","RDL-CS-8","8/12/16 OZ RECT. DELI CORN STARCH LIDS","1","CS",249135
"249135",249135.11,"2015-01-28 12:00:00","2015-01-28 12:00:00","RD-CS-16","16OZ RECT. DELI CORNSTARCH CONTAINERS","1","CS",249135
"249135",249135.13,"2015-01-28 12:00:00","2015-01-28 12:00:00","RDL-CS-24","24/32 OZ RECT. DELI CORNSTARCH LID","1","CS",249135
"248181",248181.90,"2015-01-28 12:00:00","2015-01-28 12:00:00","RDL-CS-24-P","24/32OZ RECT DELI CORNSTARCH LID - PACK","1","PK",248181
"248181",248181.91,"2015-01-28 12:00:00","2015-01-28 12:00:00","RDL-CS-8-P","8/12/16OZ RECT DELI CORNSTARCH LIDS - PK","1","PK",248181
"248181",248181.78,"2015-01-28 12:00:00","2015-01-28 12:00:00","PL-SC-U7-P","Unbleached 7 Plate","1","PK",248181
"249293",249293.7,"2015-01-28 12:00:00","2015-01-28 12:00:00","PL-SC-U7-P","Unbleached 7 Plate","1","PK",249293
"249284",249284.5,"2015-01-28 12:00:00","2015-01-28 12:00:00","PL-SC-U7-P","Unbleached 7 Plate","2","PK",249284
"248181",248181.89,"2015-01-28 12:00:00","2015-01-28 12:00:00","RD-CS-8-P","8OZ RECT CONTAINER - PACK","1","PK",248181
"248181",248181.85,"2015-01-28 12:00:00","2015-01-28 12:00:00","RD-CS-12-P","12OZ RECT. DELI CORNSTARCH CONTAINR PACK","1","PK",248181
"248181",248181.86,"2015-01-28 12:00:00","2015-01-28 12:00:00","RD-CS-16-P","16OZ RECT. DELI CORNSTARCH CONTAINR PACK","1","PK",248181
"248181",248181.87,"2015-01-28 12:00:00","2015-01-28 12:00:00","RD-CS-24-P","24OZ RECT. DELI CORNSTARCH CONTAINR PACK","1","PK",248181
"248181",248181.88,"2015-01-28 12:00:00","2015-01-28 12:00:00","RD-CS-32-P","32OZ RECT. DELI CORNSTARCH CONTAINR PACK","1","PK",248181
"248181",248181.97,"2015-01-28 12:00:00","2015-01-28 12:00:00","SP-CS-WH-P","COMPOSTABLE CORN STARCH SPOONS 120F PACK","1","PK",248181
"249280",249280.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","SL-PA-ME","8-10 oz CUP SLEEVE - 100% PCW PAPER","1","CS",249280
"248181",248181.98,"2015-01-28 12:00:00","2015-01-28 12:00:00","SP-PS-6-P","Spoon 6in.  50/pack","1","PK",248181
"249293",249293.12,"2015-01-28 12:00:00","2015-01-28 12:00:00","SP-PS-6-P","Spoon 6in.  50/pack","1","PK",249293
"249277",249277.5,"2015-01-28 12:00:00","2015-01-28 12:00:00","SP-PS-6-P","Spoon 6in.  50/pack","2","PK",249277
"248181",248181.99,"2015-01-28 12:00:00","2015-01-28 12:00:00","ST-CS-8-P","7.7in. unwrapped/ .25in. dia. 100/pack","1","PK",248181
"249263",249263.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","ST-CS-8-P","7.7in. unwrapped/ .25in. dia. 100/pack","5","PK",249263
"249281",249281.7.01,"2015-01-28 12:00:00","2015-01-28 12:00:00","KL-CS-8","8x8x3 Clamshell","2","CS",249281
"249281",249281.7,"2015-01-28 12:00:00","2015-01-28 12:00:00","KL-CS-8","8x8x3 Clamshell","3","CS",249281
"249276",249276.22,"2015-01-28 12:00:00","2015-01-28 12:00:00","KL-CS-8","8x8x3 Clamshell","3","CS",249276
"248181",248181.71,"2015-01-28 12:00:00","2015-01-28 12:00:00","KL-CS-8-P","8x8x3 Clamshell","1","PK",248181
"249083",249083.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","AS-PS-TN","ASSORTED CUTLERY( SPN,FORK,KNIFE,NAPKIN)","5","CS",249083
"248181",248181.58,"2015-01-28 12:00:00","2015-01-28 12:00:00","CU-PA-8-P","8OZ HOT PAPERCUPS W/ BIO LINING - PACK","1","PK",248181
"249240",249240.14,"2015-01-28 12:00:00","2015-01-28 12:00:00","CU-PA-8-P","8OZ HOT PAPERCUPS W/ BIO LINING - PACK","1","PK",249240
"248181",248181.95,"2015-01-28 12:00:00","2015-01-28 12:00:00","SO-PS-B-P","CORN STARCH SOUP SPOONS - PACK","1","PK",248181
"249284",249284.7,"2015-01-28 12:00:00","2015-01-28 12:00:00","SO-PS-B-P","CORN STARCH SOUP SPOONS - PACK","3","PK",249284
"249278",249278.4,"2015-01-28 12:00:00","2015-01-28 12:00:00","SO-PS-B-P","CORN STARCH SOUP SPOONS - PACK","10","PK",249278
"249270",249270.5,"2015-01-28 12:00:00","2015-01-28 12:00:00","SO-PS-B-P","CORN STARCH SOUP SPOONS - PACK","5","PK",249270
"249274",249274.4,"2015-01-28 12:00:00","2015-01-28 12:00:00","PLRT-SC-U6","6 Plates Sugar Cane Fiber Unbleached","8","CS",249274
"248924",248924.7,"2015-01-28 12:00:00","2015-01-28 12:00:00","PLRT-SC-U6","6 Plates Sugar Cane Fiber Unbleached","36","CS",248924
"248924",248924.2,"2015-01-28 12:00:00","2015-01-28 12:00:00","BORT-SC-U11","11.5 oz Bowl Sugar Cane Fiber Unbleached","24","CS",248924
"249254",249254.2,"2015-01-28 12:00:00","2015-01-28 12:00:00","SBOX","Sample Product Box","1","CS",249254
"249293",249293.11,"2015-01-28 12:00:00","2015-01-28 12:00:00","SBOX Custom","Sample Product Box Custom","1","CS",249293
"249292",249292.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","SBOX Custom","Sample Product Box Custom","1","CS",249292
"249291",249291.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","SBOX Custom","Sample Product Box Custom","1","CS",249291
"249290",249290.2,"2015-01-28 12:00:00","2015-01-28 12:00:00","SBOX Custom","Sample Product Box Custom","1","CS",249290
"249289",249289.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","SBOX Custom","Sample Product Box Custom","1","CS",249289
"249288",249288.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","SBOX Custom","Sample Product Box Custom","1","CS",249288
"249287",249287.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","SBOX Custom","Sample Product Box Custom","1","CS",249287
"248871",248871.8,"2015-01-28 12:00:00","2015-01-28 12:00:00","CU-PA-4","4OZ. HOT PAPER / PLA CUP","12","CS",248871
"249087",249087.6,"2015-01-28 12:00:00","2015-01-28 12:00:00","CU-PA-4","4OZ. HOT PAPER / PLA CUP","24","CS",249087
"249083",249083.9,"2015-01-28 12:00:00","2015-01-28 12:00:00","CU-PA-4","4OZ. HOT PAPER / PLA CUP","5","CS",249083
"249127",249127.6,"2015-01-28 12:00:00","2015-01-28 12:00:00","CU-PA-4","4OZ. HOT PAPER / PLA CUP","1","CS",249127
"248181",248181.106,"2015-01-28 12:00:00","2015-01-28 12:00:00","TO-SC-UHB-P","Hoagie - Sugar Cane Fiber Unbleached","1","PK",248181
"249240",249240.28,"2015-01-28 12:00:00","2015-01-28 12:00:00","TO-SC-UHB-P","Hoagie - Sugar Cane Fiber Unbleached","1","PK",249240
"248181",248181.65,"2015-01-28 12:00:00","2015-01-28 12:00:00","CURT-PA-12-P","12oz Compostable Cups Paper Retail 12/Pk","1","PK",248181
"249112",249112.2,"2015-01-28 12:00:00","2015-01-28 12:00:00","CURT-PA-12-P","12oz Compostable Cups Paper Retail 12/Pk","36","PK",249112
"249274",249274.5,"2015-01-28 12:00:00","2015-01-28 12:00:00","PLRT-SC-U6-P","6 Plate Sugar Cane Fiber","4","PK",249274
"248181",248181.84,"2015-01-28 12:00:00","2015-01-28 12:00:00","PLRT-SC-U9-P","9 Plate - Unbleached Sugar Cane","1","PK",248181
"249284",249284.6,"2015-01-28 12:00:00","2015-01-28 12:00:00","PLRT-SC-U9-P","9 Plate - Unbleached Sugar Cane","1","PK",249284
"248181",248181.7,"2015-01-28 12:00:00","2015-01-28 12:00:00","BO-PA-32-P","32 oz Bowl Paper w/ comp. lining","1","PK",248181
"249258",249258.2,"2015-01-28 12:00:00","2015-01-28 12:00:00","CPRT-CS-16","16 oz Clear Cups Corn Compostable 12/20","4","CS",249258
"248181",248181.25,"2015-01-28 12:00:00","2015-01-28 12:00:00","CP-CS-32-P","32 oz Clear Cups-Corn Compostable-pack","1","PK",248181
"248181",248181.35,"2015-01-28 12:00:00","2015-01-28 12:00:00","CPL-CS-32-P","Clear Flat Lids for 32 oz cup - pack","1","PK",248181
"249276",249276.8,"2015-01-28 12:00:00","2015-01-28 12:00:00","CP-CS-2SF","2 oz PLA Souffle Cup -110F","1","CS",249276
"248181",248181.13,"2015-01-28 12:00:00","2015-01-28 12:00:00","BOL-CS-12-P","12/16 oz Bowl Lids PLA Compostable-pk","1","PK",248181
"249240",249240.3,"2015-01-28 12:00:00","2015-01-28 12:00:00","BOL-CS-12-P","12/16 oz Bowl Lids PLA Compostable-pk","1","PK",249240
"249270",249270.3,"2015-01-28 12:00:00","2015-01-28 12:00:00","FO-PS-R-P","Forks Retial Corn Starch -pack","10","PK",249270
"249258",249258.3,"2015-01-28 12:00:00","2015-01-28 12:00:00","FO-PS-R-P","Forks Retial Corn Starch -pack","12","PK",249258
"249284",249284.4,"2015-01-28 12:00:00","2015-01-28 12:00:00","KN-PS-R-P","Knives Retail Corn Starch - pack","5","PK",249284
"249278",249278.3,"2015-01-28 12:00:00","2015-01-28 12:00:00","KN-PS-R-P","Knives Retail Corn Starch - pack","10","PK",249278
"249270",249270.4,"2015-01-28 12:00:00","2015-01-28 12:00:00","KN-PS-R-P","Knives Retail Corn Starch - pack","3","PK",249270
"248181",248181.57,"2015-01-28 12:00:00","2015-01-28 12:00:00","CU-PA-8-K-P","8 oz. Hot Paper Cups-green stripe-pack","1","PK",248181
"249252",249252.2,"2015-01-28 12:00:00","2015-01-28 12:00:00","CU-PA-8-K-P","8 oz. Hot Paper Cups-green stripe-pack","6","PK",249252
"249240",249240.13,"2015-01-28 12:00:00","2015-01-28 12:00:00","CU-PA-8-K-P","8 oz. Hot Paper Cups-green stripe-pack","1","PK",249240
"248181",248181.52,"2015-01-28 12:00:00","2015-01-28 12:00:00","CU-PA-20-K-P","20oz Hot Paper Cups Green Stripe-pack","1","PK",248181
"248181",248181.83,"2015-01-28 12:00:00","2015-01-28 12:00:00","PLRT-SC-U10T-P","10 FIBER THREE COMPT PLATE RETAIL -PACK","1","PK",248181
"248181",248181.62,"2015-01-28 12:00:00","2015-01-28 12:00:00","CUL-CS-12-P","Comp.Lids for 10-20 oz Paper cups 50/pk","1","PK",248181
"249278",249278.2,"2015-01-28 12:00:00","2015-01-28 12:00:00","CUL-CS-12-P","Comp.Lids for 10-20 oz Paper cups 50/pk","10","PK",249278
"249240",249240.16,"2015-01-28 12:00:00","2015-01-28 12:00:00","CUL-CS-12-P","Comp.Lids for 10-20 oz Paper cups 50/pk","1","PK",249240
"249112",249112.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","BGRT-CS-3-P","3Gal Waste Bag-pack","12","PK",249112
"248181",248181.5,"2015-01-28 12:00:00","2015-01-28 12:00:00","BGRT-CS-13-P","13Gal Tall Kitchen Bag-pack","1","PK",248181
"249290",249290.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","BGRT-CS-33-P","33Gal Lawn/Leaf/Trash Bag-pack","4","PK",249290
"248181",248181.64,"2015-01-28 12:00:00","2015-01-28 12:00:00","CUL-CS-8-P","Compostable Lids for 8 oz cup - pack","1","PK",248181
"249240",249240.18,"2015-01-28 12:00:00","2015-01-28 12:00:00","CUL-CS-8-P","Compostable Lids for 8 oz cup - pack","1","PK",249240
"248181",248181.14,"2015-01-28 12:00:00","2015-01-28 12:00:00","BOL-CS-UBB-P","LID FOR BURRITO BOWLS COMPOS PACKS","1","PK",248181
"249248",249248.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","AS-PS-FKN","Assorted Cutlery (Fork, Knife, Napkin)","18","CS",249248
"249089",249089.1.01,"2015-01-28 12:00:00","2015-01-28 12:00:00","CU-PA-8-K","8 oz Hot paper cups - green stripe","22","CS",249089
"249089",249089.1,"2015-01-28 12:00:00","2015-01-28 12:00:00","CU-PA-8-K","8 oz Hot paper cups - green stripe","2","CS",249089
"249276",249276.16,"2015-01-28 12:00:00","2015-01-28 12:00:00","CU-PA-12-K","12 oz Hot paper cup - green stripe","4","CS",249276
"249249",249249.5,"2015-01-28 12:00:00","2015-01-28 12:00:00","PLRTF-SC-U9-P","9 Plates Wheat Straw Comp Biling/Pks","1","PK",249249
"249256",249256.4,"2015-01-28 12:00:00","2015-01-28 12:00:00","BOL-CS-8","8 oz Paper Bowl Lids - Comp Case of 1000","6","CS",249256
"249087",249087.2,"2015-01-28 12:00:00","2015-01-28 12:00:00","BOL-CS-8","8 oz Paper Bowl Lids - Comp Case of 1000","24","CS",249087
"249285",249285.4,"2015-01-28 12:00:00","2015-01-28 12:00:00","NP-SC-LN","Unbleached Lunch Napkins 2 ply 13x13","1","CS",249285
"249276",249276.24,"2015-01-28 12:00:00","2015-01-28 12:00:00","NP-SC-LN","Unbleached Lunch Napkins 2 ply 13x13","5","CS",249276
"249127",249127.10,"2015-01-28 12:00:00","2015-01-28 12:00:00","NP-SC-LN","Unbleached Lunch Napkins 2 ply 13x13","6","CS",249127
"248181",248181.49,"2015-01-28 12:00:00","2015-01-28 12:00:00","CU-PA-16-K-P","16 oz Hot Paper Cup Green Stripe 20/Pack","1","PK",248181
"249240",249240.10,"2015-01-28 12:00:00","2015-01-28 12:00:00","CU-PA-16-K-P","16 oz Hot Paper Cup Green Stripe 20/Pack","1","PK",249240
"249280",249280.2,"2015-01-28 12:00:00","2015-01-28 12:00:00","TO-SC-U15B","15OZ HAMBURGER CLAMSHELL UNBLEACHED","1","CS",249280
"249256",249256.8,"2015-01-28 12:00:00","2015-01-28 12:00:00","TO-SC-U15B","15OZ HAMBURGER CLAMSHELL UNBLEACHED","12","CS",249256
"249250",249250.8,"2015-01-28 12:00:00","2015-01-28 12:00:00","TO-SC-U15B","15OZ HAMBURGER CLAMSHELL UNBLEACHED","4","CS",249250
"249083",249083.18,"2015-01-28 12:00:00","2015-01-28 12:00:00","TO-SC-U15B","15OZ HAMBURGER CLAMSHELL UNBLEACHED","6","CS",249083
"249250",249250.11,"2015-01-28 12:00:00","2015-01-28 12:00:00","TO-SC-UHB","Hoagie Box - Sugar Cane Fiber Unbleached","1","CS",249250
"249083",249083.20,"2015-01-28 12:00:00","2015-01-28 12:00:00","TO-SC-UHB","Hoagie Box - Sugar Cane Fiber Unbleached","5","CS",249083
"248181",248181.31,"2015-01-28 12:00:00","2015-01-28 12:00:00","CP-CS-9Q-P","9oz Clear Squat Cups-Corn Compostable-pk","1","PK",248181
"248181",248181.94,"2015-01-28 12:00:00","2015-01-28 12:00:00","SL-PA-ME-P","8-10oz Cup Sleeves -100% PCW Paper Pack","1","PK",248181
"249284",249284.2,"2015-01-28 12:00:00","2015-01-28 12:00:00","BB-SC-U16-P","16oz Bowls-Unbleached Sugar Cane-pack","2","PK",249284
"249271",249271.4,"2015-01-28 12:00:00","2015-01-28 12:00:00","NP-SC-DN","UNBLEACHED DINNER NAPKINS-CASE OF 3000","12","CS",249271
"249127",249127.14.01,"2015-01-28 12:00:00","2015-01-28 12:00:00","TW-PA-MF","UNBLEACHED MULTIFOLD TOWELS-CASE OF 4000","3","CS",249127
